Day,Month,Year,Season,Average,Precipitation,New Snow,Snow Depth,Daylight
238,8,2017,2,58.5,0.01,0,0,911
239,8,2017,2,55,0.12,0,0,904
240,8,2017,2,57,0.08,0,0,897
241,8,2017,2,51,T,0,0,890
242,8,2017,2,52,T,0,0,884
243,8,2017,2,53,0,0,0,877
244,9,2017,2,52.5,T,0,0,870
245,9,2017,2,48.5,0,0,0,863
246,9,2017,2,47,0,0,0,857
247,9,2017,2,57,T,0,0,850
248,9,2017,2,50,0.16,0,0,843
249,9,2017,2,59.5,T,0,0,837
250,9,2017,2,51,0.03,0,0,830
251,9,2017,3,51,0,0,0,823
252,9,2017,3,53.5,0.02,0,0,817
253,9,2017,3,51,T,0,0,810
254,9,2017,3,47.5,T,0,0,803
255,9,2017,3,51,T,0,0,797
256,9,2017,3,53,0,0,0,790
257,9,2017,3,49,0,0,0,783
258,9,2017,3,50,0,0,0,777
259,9,2017,3,49.5,0,0,0,770
260,9,2017,3,49,0,0,0,763
261,9,2017,3,47,0.03,0,0,757
262,9,2017,3,42,0.03,0,0,750
263,9,2017,3,39.5,0.01,0,0,744
264,9,2017,3,44.5,0.05,0,0,737
265,9,2017,3,46.5,0.17,0,0,730
266,9,2017,3,51.5,0.01,0,0,724
267,9,2017,3,47,0.02,0,0,717
268,9,2017,3,44,0.34,0,0,710
269,9,2017,3,46.5,0.01,0,0,704
270,9,2017,3,46,0,0,0,697
271,9,2017,3,40.5,0.54,0,0,691
272,9,2017,3,37.5,T,T,0,684
273,9,2017,3,37,0,0,0,677
274,10,2017,3,42,T,0,0,671
275,10,2017,3,46.5,T,0,0,664
276,10,2017,3,48.5,0,0,0,657
277,10,2017,3,41.5,T,0,0,651
278,10,2017,3,41,0,0,0,644
279,10,2017,3,39.5,0,0,0,637
280,10,2017,3,42,0,0,0,631
281,10,2017,3,39.5,0.12,0,0,624
282,10,2017,3,36,0.14,0.1,0,617
283,10,2017,3,37.5,1.4,2,1,611
284,10,2017,3,34.5,0.02,T,0,604
285,10,2017,3,33.5,0.13,0.3,0,597
286,10,2017,3,36,0.15,0.5,T,591
287,10,2017,3,34.5,T,0,0,584
288,10,2017,3,33.5,0,0,0,577
289,10,2017,3,28.5,0.04,1,0,571
290,10,2017,3,28.5,T,T,1,564
291,10,2017,3,25,0.05,0.7,T,557
292,10,2017,3,16.5,0,T,1,550
293,10,2017,3,8.5,T,T,T,544
294,10,2017,3,13,T,T,T,537
295,10,2017,3,11.5,T,0.2,T,530
296,10,2017,3,10,0,0,1,523
297,10,2017,3,22,0.03,0.4,1,517
298,10,2017,3,30,0.01,T,1,510
299,10,2017,3,34,0,0,T,503
300,10,2017,3,33.5,0.1,0,T,496
301,10,2017,3,30.5,0,0,T,490
302,10,2017,3,29,0,0,T,483
303,10,2017,3,31,0.25,T,T,476
304,10,2017,3,29,T,T,T,470
305,11,2017,3,25.5,T,T,T,463
306,11,2017,3,25,T,T,T,456
307,11,2017,3,31,0.1,1.6,T,449
308,11,2017,3,22.5,T,0.1,2,443
309,11,2017,3,24.5,T,T,2,436
310,11,2017,3,16.5,T,T,2,429
311,11,2017,3,13,T,T,2,423
312,11,2017,3,12,0.07,1.6,2,416
313,11,2017,0,13.5,0.09,2,4,409
314,11,2017,0,17,0.03,1.1,5,403
315,11,2017,0,8.5,T,0.2,5,396
316,11,2017,0,21,0.45,4.9,5,389
317,11,2017,0,19.5,0.05,0.7,9,383
318,11,2017,0,5.5,T,T,9,376
319,11,2017,0,0,T,T,8,370
320,11,2017,0,11.5,0.22,3.4,10,363
321,11,2017,0,-1.5,0.03,0.6,10,357
322,11,2017,0,-18,0,0,10,351
323,11,2017,0,-8,0,0,9,344
324,11,2017,0,-15.5,0,0,9,338
325,11,2017,0,-11.5,0.1,3.1,9,332
326,11,2017,0,5,0.19,4.6,12,326
327,11,2017,0,-5.5,0.01,0.2,15,320
328,11,2017,0,-7.5,0.02,0.4,14,314
329,11,2017,0,-12,T,0.1,13,308
330,11,2017,0,-18.5,0,0,13,302
331,11,2017,0,-13.5,0,0,12,297
332,11,2017,0,-9,0,0,12,291
333,11,2017,0,-3,T,T,11,286
334,11,2017,0,-4,T,T,11,281
335,12,2017,0,0,T,T,11,275
336,12,2017,0,2.5,T,T,11,270
337,12,2017,0,15.5,0.02,0.3,11,266
338,12,2017,0,18,T,T,11,261
339,12,2017,0,18,T,T,11,257
340,12,2017,0,20.5,0.05,0.6,10,252
341,12,2017,0,22.5,0.01,T,11,248
342,12,2017,0,26.5,T,T,10,245
343,12,2017,0,14.5,0,0,10,241
344,12,2017,0,17.5,0,0,10,238
345,12,2017,0,26,0,0,10,235
346,12,2017,0,20.5,0,0,10,232
347,12,2017,0,27.5,0,0,10,229
348,12,2017,0,12,T,T,10,229
349,12,2017,0,19,T,0.3,10,225
350,12,2017,0,17.5,0.06,1.1,10,224
351,12,2017,0,18.5,0.02,0.1,11,223
352,12,2017,0,16.5,0.01,0.1,12,222
353,12,2017,0,21.5,0.14,2.5,12,221
354,12,2017,0,18,0.07,1.4,14,221
355,12,2017,0,4,0,0,14,221
356,12,2017,0,-0.5,0,0,14,221
357,12,2017,0,-5,0,0,13,222
358,12,2017,0,-12,0,0,13,223
359,12,2017,0,-8,0,0,13,224
360,12,2017,0,-4,0,0,13,225
361,12,2017,0,-8,T,0.6,13,227
362,12,2017,0,-10,T,T,13,229
363,12,2017,0,-20.5,0,0,13,231
364,12,2017,0,-13.5,0,0,13,234
365,12,2017,0,2.5,0,0,13,237
1,1,2018,0,1.5,0,0,13,241
2,1,2018,0,14.5,0,0,13,245
3,1,2018,0,7,T,T,13,248
4,1,2018,0,5.5,T,T,13,252
5,1,2018,0,-2,0,0,13,261
6,1,2018,0,-4.5,0,0,13,266
7,1,2018,0,-14,0,0,13,271
8,1,2018,0,-12,0,0,13,275
9,1,2018,0,-11.5,0,0,13,281
10,1,2018,0,-13.5,T,T,13,286
11,1,2018,0,-8.5,T,T,13,291
12,1,2018,0,-12.5,0,0,13,297
13,1,2018,0,-0.5,T,T,13,303
14,1,2018,0,14.5,0,0,13,308
15,1,2018,0,15.5,T,T,13,314
16,1,2018,0,20.5,0.15,1.3,13,320
17,1,2018,0,24.5,0.55,6.1,19,326
18,1,2018,0,17.5,0.06,1.1,19,332
19,1,2018,0,12.5,0.12,2,19,339
20,1,2018,0,-9,0.01,0.3,21,345
21,1,2018,0,-21,T,T,21,351
22,1,2018,0,-11,0.13,1.8,20,358
23,1,2018,0,-19.5,0.07,1.2,22,364
24,1,2018,0,-26.5,T,T,22,371
25,1,2018,0,-26.5,0.01,0.3,22,377
26,1,2018,0,-23,T,T,22,384
27,1,2018,0,-17,T,T,22,390
28,1,2018,0,-23.5,T,T,22,397
29,1,2018,0,-27,T,T,22,404
30,1,2018,0,-20.5,T,T,22,410
31,1,2018,0,-16,0,0,22,417
32,2,2018,0,-25,0,0,20,424
33,2,2018,0,-21,0,0,20,431
34,2,2018,0,-17.5,0,0,20,437
35,2,2018,0,-15,0,0,20,444
36,2,2018,0,-16,0,0,20,451
37,2,2018,0,-14,0,0,20,458
38,2,2018,0,-20,0,0,20,465
39,2,2018,0,-18.5,0,0,20,471
40,2,2018,0,-14,0,0,20,478
41,2,2018,0,-15,0,0,20,485
42,2,2018,0,1.5,0.04,0.8,20,492
43,2,2018,0,20.5,0.16,2.3,21,499
44,2,2018,0,26.5,0.04,0.6,22,506
45,2,2018,0,25.5,0.32,4.8,22,512
46,2,2018,0,21,0.05,0.6,27,519
47,2,2018,0,11.5,T,T,26,526
48,2,2018,0,11.5,0.01,0.2,26,533
49,2,2018,0,14.5,0.03,0.5,26,540
50,2,2018,0,21.5,T,0.1,26,546
51,2,2018,0,25,0.03,0.6,26,553
52,2,2018,0,13.5,0.07,0.7,25,560
53,2,2018,0,28,0.32,3.6,26,567
54,2,2018,0,7.5,0.04,1.4,29,574
55,2,2018,0,1,T,T,28,580
56,2,2018,0,7.5,T,T,28,587
57,2,2018,0,11,0.32,5,28,594
58,2,2018,0,10,0.13,2.2,31,601
59,2,2018,0,-8.5,T,T,32,608
60,3,2018,0,-11,0,0,31,614
61,3,2018,0,3,T,T,30,621
62,3,2018,0,11.5,0.12,1.6,30,628
63,3,2018,0,12,T,T,29,635
64,3,2018,0,10,0.09,1.3,31,641
65,3,2018,0,20.5,0.01,0.3,30,648
66,3,2018,0,10.5,0,0,30,655
67,3,2018,0,11,0,0,30,662
68,3,2018,0,20,T,T,29,668
69,3,2018,0,18,0,0,29,675
70,3,2018,0,10,0,0,29,682
71,3,2018,0,14.5,0,0,28,689
72,3,2018,0,24,0,0,28,695
73,3,2018,0,26.5,0.19,2.2,28,702
74,3,2018,0,16.5,T,T,29,709
75,3,2018,1,16,0.04,1.2,30,716
76,3,2018,1,27.5,0.02,0.3,29,722
77,3,2018,1,21.5,T,T,29,729
78,3,2018,1,26.5,0.03,0.4,29,736
79,3,2018,1,26.5,T,0.1,29,742
80,3,2018,1,10.5,0,0,29,749
81,3,2018,1,8.5,0,0,29,756
82,3,2018,1,18,0,0,28,763
83,3,2018,1,12,0,0,28,769
84,3,2018,1,14,0,0,28,776
85,3,2018,1,11.5,0,0,28,783
86,3,2018,1,13,0,0,28,790
87,3,2018,1,19.5,0,0,27,796
88,3,2018,1,28,T,T,27,803
89,3,2018,1,20.5,0,0,27,810
90,3,2018,1,13.5,0.08,1.5,27,817
91,4,2018,1,27,T,T,29,823
92,4,2018,1,14.5,0,0,28,830
93,4,2018,1,9.5,0,0,28,837
94,4,2018,1,17,0,0,28,844
95,4,2018,1,27,0,0,27,851
96,4,2018,1,26,0,0,27,857
97,4,2018,1,24.5,0,0,27,864
98,4,2018,1,28.5,0,0,26,871
99,4,2018,1,33,0,0,25,878
100,4,2018,1,37,0,0,24,885
101,4,2018,1,40,0,0,23,891
102,4,2018,1,34.5,0,0,23,898
103,4,2018,1,35,0,0,22,905
104,4,2018,1,29,0,0,19,912
105,4,2018,1,26,0,0,19,919
106,4,2018,1,31,0,0,17,926
107,4,2018,1,33,0,0,17,933
108,4,2018,1,33,0,0,17,940
109,4,2018,1,29.5,0,0,16,946
110,4,2018,1,25,0.06,1.8,16,953
111,4,2018,1,30,T,T,16,960
112,4,2018,1,36.5,0,0,15,967
113,4,2018,1,42.5,0,0,13,974
114,4,2018,1,39.5,0,0,12,981
115,4,2018,1,41,0.02,T,12,989
116,4,2018,1,37,0,0,10,995
117,4,2018,1,37.5,0,0,9,1002
118,4,2018,1,36.5,0,0,7,1009
119,4,2018,1,41,T,0,5,1016
120,4,2018,1,38,0.07,T,4,1023
121,5,2018,1,37,0.15,0.7,4,1030
122,5,2018,1,35,T,T,3,1037
123,5,2018,1,40,0,0,2,1044
124,5,2018,1,40,0,0,T,1051
125,5,2018,1,42.5,0,0,T,1058
126,5,2018,1,40,0,0,0,1065
127,5,2018,1,40.5,0,0,0,1072
128,5,2018,1,49,0,0,0,1079
129,5,2018,1,53.5,0,0,0,1086
130,5,2018,1,58.5,0,0,0,1093
131,5,2018,1,52.5,T,0,0,1100
132,5,2018,1,49,T,0,0,1107
133,5,2018,1,46,0,0,0,1114
134,5,2018,1,50,0.07,0,0,1121
135,5,2018,1,46.5,0.04,0,0,1128
136,5,2018,2,48.5,T,0,0,1135
137,5,2018,2,44.5,0,0,0,1142
138,5,2018,2,57,T,0,0,1149
139,5,2018,2,55,T,0,0,1156
140,5,2018,2,56,0.05,0,0,1163
141,5,2018,2,57.5,0.32,0,0,1170
142,5,2018,2,56.5,0.02,T,0,1176
143,5,2018,2,56.5,0.04,0,0,1183
144,5,2018,2,48,0.4,0,0,1190
145,5,2018,2,49.5,0.01,0,0,1197
146,5,2018,2,51.5,0.05,0,0,1203
147,5,2018,2,56,0,0,0,1210
148,5,2018,2,57,0,0,0,1216
149,5,2018,2,55.5,0,0,0,1223
150,5,2018,2,56,0,0,0,1229
151,5,2018,2,55,T,0,0,1235
152,6,2018,2,55.5,0.02,T,0,1241
153,6,2018,2,57,0,0,0,1247
154,6,2018,2,60.5,T,0,0,1253
155,6,2018,2,62,T,0,0,1258
156,6,2018,2,61,0.14,T,0,1264
157,6,2018,2,60.5,T,0,0,1269
158,6,2018,2,56,0,0,0,1274
159,6,2018,2,58.5,0.05,0,0,1279
160,6,2018,2,58,0,0,0,1284
161,6,2018,2,51,0.08,0,0,1288
162,6,2018,2,45,0.13,0,0,1292
163,6,2018,2,46.5,0,0,0,1296
164,6,2018,2,51.5,0,0,0,1299
165,6,2018,2,55.5,0.02,0,0,1302
166,6,2018,2,51.5,T,0,0,1304
167,6,2018,2,58,T,0,0,1306
168,6,2018,2,59,0.02,0,0,1308
169,6,2018,2,59,T,0,0,1309
170,6,2018,2,61.5,0.01,0,0,1310
171,6,2018,2,62.5,0,0,0,1310
172,6,2018,2,74,T,0,0,1309
173,6,2018,2,61.5,0.01,0,0,1308
174,6,2018,2,60.5,T,0,0,1307
175,6,2018,2,60,0,0,0,1305
176,6,2018,2,63,0,0,0,1302
177,6,2018,2,65.5,T,0,0,1300
178,6,2018,2,64,0,0,0,1297
179,6,2018,2,61.5,0.08,0,0,1293
180,6,2018,2,62.5,T,0,0,1289
181,6,2018,2,62.5,0.01,0,0,1285
182,7,2018,2,64.5,0.23,0,0,1281
183,7,2018,2,63.5,T,0,0,1276
184,7,2018,2,64.5,0,0,0,1271
185,7,2018,2,64.5,0,0,0,1266
186,7,2018,2,63,0.18,0,0,1260
187,7,2018,2,62.5,0,0,0,1255
188,7,2018,2,65.5,0,0,0,1249
189,7,2018,2,61.5,T,0,0,1243
190,7,2018,2,63,0,0,0,1237
191,7,2018,2,61,0,0,0,1231
192,7,2018,2,55,0.33,0,0,1225
193,7,2018,2,60,0,0,0,1218
194,7,2018,2,61,0,0,0,1212
195,7,2018,2,62,T,0,0,1206
196,7,2018,2,59.5,0.05,0,0,1199
197,7,2018,2,57,T,0,0,1192
198,7,2018,2,54.5,0.03,0,0,1186
199,7,2018,2,57,0,0,0,1179
200,7,2018,2,63,0.01,0,0,1172
201,7,2018,2,65,0,0,0,1165
202,7,2018,2,68,0,0,0,1159
203,7,2018,2,72,0,0,0,1152
204,7,2018,2,71,0,0,0,1145
205,7,2018,2,69,0,0,0,1138
206,7,2018,2,69.5,0,0,0,1131
207,7,2018,2,69.5,0,0,0,1124
208,7,2018,2,66.5,0.18,0,0,1117
209,7,2018,2,64,0,0,0,1110
210,7,2018,2,65.5,0,0,0,1103
211,7,2018,2,67.5,0,0,0,1097
212,7,2018,2,71.5,0,0,0,1090
213,8,2018,2,62.5,T,0,0,1083
214,8,2018,2,59.5,T,0,0,1076
215,8,2018,2,63.5,0,0,0,1069
216,8,2018,2,62,T,0,0,1062
217,8,2018,2,60,1,0,0,1055
218,8,2018,2,56.5,0.49,0,0,1048
219,8,2018,2,56,0,0,0,1041
220,8,2018,2,53.5,0.06,0,0,1034
221,8,2018,2,52,0,0,0,1027
222,8,2018,2,55,0,0,0,1020
223,8,2018,2,54.5,T,0,0,1013
224,8,2018,2,60,0,0,0,1006
225,8,2018,2,57.5,0.84,0,0,999
226,8,2018,2,55,0.29,0,0,993
227,8,2018,2,53,0.05,0,0,986
228,8,2018,2,51.5,0,0,0,979
229,8,2018,2,56.5,T,0,0,972
230,8,2018,2,56.5,0,0,0,965
231,8,2018,2,55,T,0,0,958
232,8,2018,2,61,T,0,0,951
233,8,2018,2,58,0.13,0,0,945
234,8,2018,2,53,0.08,0,0,938
235,8,2018,2,56,0.06,0,0,931
236,8,2018,2,52.5,0.54,0,0,924
237,8,2018,2,55,T,0,0,917
238,8,2018,2,49,0.17,0,0,911
239,8,2018,2,55,0.09,0,0,904
240,8,2018,2,53.5,T,0,0,897
241,8,2018,2,53.5,0,0,0,890
242,8,2018,2,48,0.35,0,0,884
243,8,2018,2,45.5,0,0,0,877
244,9,2018,2,44.5,0.13,0,0,870
245,9,2018,2,50,0.14,0,0,863
246,9,2018,2,51.5,0,0,0,857
247,9,2018,2,49,0.03,0,0,850
248,9,2018,2,52,T,0,0,843
249,9,2018,2,50.5,T,0,0,837
250,9,2018,2,51,0,0,0,830
251,9,2018,3,49,0,0,0,823
252,9,2018,3,43,0,0,0,817
253,9,2018,3,46.5,0,0,0,810
254,9,2018,3,48.5,0,0,0,803
255,9,2018,3,50,T,0,0,797
256,9,2018,3,54.5,0,0,0,790
257,9,2018,3,49,0,0,0,783
258,9,2018,3,52,0,0,0,777
259,9,2018,3,48.5,0.05,0,0,770
260,9,2018,3,53.5,T,0,0,763
261,9,2018,3,48.5,0.05,0,0,757
262,9,2018,3,48,0.06,0,0,750
263,9,2018,3,48,0.2,0,0,744
264,9,2018,3,49.5,0.41,0,0,737
265,9,2018,3,47,0.47,0,0,730
266,9,2018,3,47,0.19,0,0,724
267,9,2018,3,45,0.05,0,0,717
268,9,2018,3,49.5,0.08,0,0,710
269,9,2018,3,43,0,0,0,704
270,9,2018,3,42,0,0,0,697
271,9,2018,3,43.5,0,0,0,691
272,9,2018,3,47.5,0,0,0,684
273,9,2018,3,44,0,0,0,677
274,10,2018,3,48,0,0,0,671
275,10,2018,3,45,0,0,0,664
276,10,2018,3,42,0,0,0,657
277,10,2018,3,46,0,0,0,651
278,10,2018,3,41.5,0,0,0,644
279,10,2018,3,42,0,0,0,637
280,10,2018,3,34,0,0,0,631
281,10,2018,3,26.5,0,0,0,624
282,10,2018,3,32.5,0,0,0,617
283,10,2018,3,36,0.05,0,0,611
284,10,2018,3,35.5,0.1,0,0,604
285,10,2018,3,35,0,0,0,597
286,10,2018,3,38,0.01,0,0,591
287,10,2018,3,37,0,0,0,584
288,10,2018,3,34.5,0.06,0,0,577
289,10,2018,3,40,0.13,0,0,571
290,10,2018,3,37.5,T,0,0,564
291,10,2018,3,39,0,0,0,557
292,10,2018,3,35,0.07,0,0,550
293,10,2018,3,32,0.06,0.1,0,544
294,10,2018,3,39,0,0,0,537
295,10,2018,3,36,0,0,0,530
296,10,2018,3,36.5,0.02,0,0,523
297,10,2018,3,40,0,0,0,517
298,10,2018,3,32.5,0,0,0,510
299,10,2018,3,34.5,T,T,0,503
300,10,2018,3,30,T,0,0,496
301,10,2018,3,26.5,0.02,0.3,T,490
302,10,2018,3,18,T,0.3,T,483
303,10,2018,3,10.5,0,0,T,476
304,10,2018,3,10,0,T,T,470
305,11,2018,3,13.5,0,0,T,463
306,11,2018,3,13.5,0,0,T,456
307,11,2018,3,10,0,0,T,449
308,11,2018,3,7,0,0,T,443
309,11,2018,3,4.5,0,0,T,436
310,11,2018,3,6.5,0,0,T,429
311,11,2018,3,10.5,0,0,T,423
312,11,2018,3,11.5,T,T,T,416
313,11,2018,0,10.5,0.03,0.3,1,409
314,11,2018,0,16,T,T,1,403
315,11,2018,0,18,0.05,0.8,2,396
316,11,2018,0,25,0.05,0.6,2,389
317,11,2018,0,18,0.32,6.3,2,383
318,11,2018,0,9,0.08,1.5,8,376
319,11,2018,0,0,0,0,8,370
320,11,2018,0,3,0,0,6,363
321,11,2018,0,7,0,0,6,357
322,11,2018,0,13.5,0,0,6,351
323,11,2018,0,15.5,T,0.1,6,344
324,11,2018,0,19,0.01,0.4,6,338
325,11,2018,0,19,T,0.1,6,332
326,11,2018,0,15,0.06,1.4,6,326
327,11,2018,0,9,0.08,1.8,8,320
328,11,2018,0,4,T,T,10,314
329,11,2018,0,13.5,0,0,8,308
330,11,2018,0,20,0,0,7,302
331,11,2018,0,7,0,0,7,297
332,11,2018,0,8,T,0.2,7,291
333,11,2018,0,17,T,T,7,286
334,11,2018,0,7,T,T,7,281
335,12,2018,0,17,0.05,0.8,7,275
336,12,2018,0,19.5,0,0,7,270
337,12,2018,0,17,0.08,1.3,7,266
338,12,2018,0,7.5,0,0,8,261
339,12,2018,0,13,0,0,8,257
340,12,2018,0,12,T,T,8,252
341,12,2018,0,23.5,0,T,8,248
342,12,2018,0,17.5,T,T,8,245
343,12,2018,0,6.5,0.08,1,9,241
344,12,2018,0,1,0,0,9,238
345,12,2018,0,4,0.1,1.3,10,235
346,12,2018,0,3.5,T,T,10,232
347,12,2018,0,-4.5,0.03,0.6,10,229
348,12,2018,0,-11,T,T,10,229
349,12,2018,0,-13.5,T,T,9,225
350,12,2018,0,-16.5,T,T,10,224
351,12,2018,0,-8,0.02,0.3,10,223
352,12,2018,0,-2,0.04,1.7,10,222
353,12,2018,0,-4.5,0.02,0.4,11,221
354,12,2018,0,-16,0,0,11,221
355,12,2018,0,-15.5,0,0,11,221
356,12,2018,0,-10.5,0,T,10,221
357,12,2018,0,-11,0,0,10,222
358,12,2018,0,-17.5,0,0,10,223
359,12,2018,0,-14.5,0,0,10,224
360,12,2018,0,-2,0,0,10,225
361,12,2018,0,-3,0,0,10,227
362,12,2018,0,-7.5,T,T,10,229
363,12,2018,0,-6.5,T,0.1,10,231
364,12,2018,0,2,0,0,10,234
365,12,2018,0,22.5,0,0,10,237
1,1,2019,0,22,0,0,10,241
2,1,2019,0,17,0.15,3.1,10,245
3,1,2019,0,-5,T,0.1,13,248
4,1,2019,0,-25.5,0,0,13,252
5,1,2019,0,-30.5,T,T,13,261
6,1,2019,0,-34,T,T,13,266
7,1,2019,0,-35,0,0,13,271
8,1,2019,0,-21,0.01,0.1,12,275
9,1,2019,0,-10,0.07,1,12,281
10,1,2019,0,-24.5,0.02,0.3,13,286
11,1,2019,0,-34.5,0.01,0.2,13,291
12,1,2019,0,-28,0,0,13,297
13,1,2019,0,-7.5,0,0,13,303
14,1,2019,0,-4.5,0,0,13,308
15,1,2019,0,-12,0,0,13,314
16,1,2019,0,-10,0,0,13,320
17,1,2019,0,-10.5,0,0,13,326
18,1,2019,0,-11,0.04,1.3,14,332
19,1,2019,0,-3.5,0.02,0.4,14,339
20,1,2019,0,-7,T,T,14,345
21,1,2019,0,-14,T,T,14,351
22,1,2019,0,-8.5,0,0,14,358
23,1,2019,0,4.5,0,0,14,364
24,1,2019,0,7.5,0,0,14,371
25,1,2019,0,20,0.14,3,14,377
26,1,2019,0,13,T,0.3,16,384
27,1,2019,0,9,0,0,16,390
28,1,2019,0,19.5,0.08,0.6,16,397
29,1,2019,0,15.5,0.11,1.1,16,404
30,1,2019,0,4,0,0,17,410
31,1,2019,0,-8.5,0,0,16,417
32,2,2019,0,-10,0,0,16,424
33,2,2019,0,-14,0,0,16,431
34,2,2019,0,6,0.1,1.5,16,437
35,2,2019,0,12.5,0.01,0.8,18,444
36,2,2019,0,13.5,T,0.1,18,451
37,2,2019,0,8,0,0,18,458
38,2,2019,0,10,0,0,17,465
39,2,2019,0,16.5,0.09,1.3,17,471
40,2,2019,0,10.5,0.01,0.1,18,478
41,2,2019,0,10,T,0.1,17,485
42,2,2019,0,18,0.07,0.9,17,492
43,2,2019,0,25.5,0.27,5.3,18,499
44,2,2019,0,11.5,0.02,0.5,23,506
45,2,2019,0,-4.5,T,T,23,512
46,2,2019,0,-13,0,0,21,519
47,2,2019,0,-5.5,0.01,0.6,21,526
48,2,2019,0,11,0.03,0.6,21,533
49,2,2019,0,11,0.15,3.1,24,540
50,2,2019,0,6,0.01,0.3,24,546
51,2,2019,0,-0.5,T,T,24,553
52,2,2019,0,-1.5,0,0,24,560
53,2,2019,0,-5.5,0.02,0.9,22,567
54,2,2019,0,5,0,0,22,574
55,2,2019,0,6.5,0,0,22,580
56,2,2019,0,10,0,0,21,587
57,2,2019,0,6,0,0,20,594
58,2,2019,0,4,0,0,20,601
59,2,2019,0,6,0,0,20,608
60,3,2019,0,8,0,0,20,614
61,3,2019,0,6,0.02,0.9,20,621
62,3,2019,0,13.5,0.02,0.4,20,628
63,3,2019,0,11.5,0,0,21,635
64,3,2019,0,9,0,0,20,641
65,3,2019,0,18.5,0.11,1.1,21,648
66,3,2019,0,23.5,T,T,21,655
67,3,2019,0,26.5,0,0,20,662
68,3,2019,0,28.5,0,0,20,668
69,3,2019,0,29.5,0,0,20,675
70,3,2019,0,23.5,0,0,18,682
71,3,2019,0,22,0.05,0.4,19,689
72,3,2019,0,23,0,0,19,695
73,3,2019,0,24.5,0,0,19,702
74,3,2019,0,24.5,0,0,19,709
75,3,2019,1,33.5,0,0,19,716
76,3,2019,1,37,0,0,19,722
77,3,2019,1,38,0,0,18,729
78,3,2019,1,26,T,T,16,736
79,3,2019,1,25.5,0,0,15,742
80,3,2019,1,37,0,0,15,749
81,3,2019,1,40,0,0,13,756
82,3,2019,1,40,0,0,13,763
83,3,2019,1,38,0,0,12,769
84,3,2019,1,38,0.09,T,11,776
85,3,2019,1,39.5,0.05,T,10,783
86,3,2019,1,34,0.1,T,8,790
87,3,2019,1,35,0.01,0,6,796
88,3,2019,1,33,0,0,6,803
89,3,2019,1,32,0,0,6,810
90,3,2019,1,38,0,0,6,817
91,4,2019,1,37,0,0,4,823
92,4,2019,1,32,0,0,3,830
93,4,2019,1,21,0,0,3,837
94,4,2019,1,21.5,0,0,T,844
95,4,2019,1,29,0,0,T,851
96,4,2019,1,32,0,0,T,857
97,4,2019,1,40.5,0,0,T,864
98,4,2019,1,40,T,T,T,871
99,4,2019,1,41,0,0,T,878
100,4,2019,1,40,T,0,T,885
101,4,2019,1,40.5,0,0,T,891
102,4,2019,1,42,0,0,T,898
103,4,2019,1,41.5,T,T,T,905
104,4,2019,1,41,0,0,0,912
105,4,2019,1,39,0,0,0,919
106,4,2019,1,38.5,0,0,0,926
107,4,2019,1,29.5,0.13,2.2,0,933
108,4,2019,1,29,0.08,0.8,2,940
109,4,2019,1,31.5,0.09,1,2,946
110,4,2019,1,33,0,0,1,953
111,4,2019,1,41,0,0,T,960
112,4,2019,1,44.5,0.15,T,0,967
113,4,2019,1,31.5,0.14,1.4,T,974
114,4,2019,1,36.5,T,T,1,981
115,4,2019,1,38,0,0,0,989
116,4,2019,1,40,0,0,0,995
117,4,2019,1,38.5,0,0,0,1002
118,4,2019,1,42,0,0,0,1009
119,4,2019,1,46.5,0,0,0,1016
120,4,2019,1,51,0,0,0,1023
121,5,2019,1,52.5,0,0,0,1030
122,5,2019,1,47.5,0.03,0,0,1037
123,5,2019,1,39.5,0.04,T,0,1044
124,5,2019,1,41.5,0,0,0,1051
125,5,2019,1,39.5,0,0,0,1058
126,5,2019,1,40.5,0,T,0,1065
127,5,2019,1,49,T,0,0,1072
128,5,2019,1,49.5,0.14,0,0,1079
129,5,2019,1,51,0.01,0,0,1086
130,5,2019,1,56,T,0,0,1093
131,5,2019,1,47.5,T,0,0,1100
132,5,2019,1,50.5,0,0,0,1107
133,5,2019,1,52,0,0,0,1114
134,5,2019,1,50,0,0,0,1121
135,5,2019,1,57.5,T,0,0,1128
136,5,2019,2,62,0,0,0,1135
137,5,2019,2,57,0.02,0,0,1142
138,5,2019,2,57,0.35,0,0,1149
139,5,2019,2,57,T,0,0,1156
140,5,2019,2,57,T,0,0,1163
141,5,2019,2,58.5,0,0,0,1170
142,5,2019,2,59,0,0,0,1176
143,5,2019,2,58.5,0.05,0,0,1183
144,5,2019,2,57.5,0.04,0,0,1190
145,5,2019,2,60,0,0,0,1197
146,5,2019,2,65.5,0,0,0,1203
147,5,2019,2,60.5,0,0,0,1210
148,5,2019,2,56.5,0.02,0,0,1216
149,5,2019,2,58,0,0,0,1223
150,5,2019,2,62,0,0,0,1229
151,5,2019,2,59,0.31,0,0,1235
152,6,2019,2,53,0.48,0,0,1241
153,6,2019,2,57.5,0.66,T,0,1247
154,6,2019,2,56.5,0,0,0,1253
155,6,2019,2,58,0,0,0,1258
156,6,2019,2,58,T,0,0,1264
157,6,2019,2,59,T,0,0,1269
158,6,2019,2,57.5,T,0,0,1274
159,6,2019,2,57.5,0,0,0,1279
160,6,2019,2,59.5,0.03,0,0,1284
161,6,2019,2,61,T,0,0,1288
162,6,2019,2,62,0.05,0,0,1292
